miRNA_ID	TCGA-A7-A0CE-11A-21R-A090-13	TCGA-A7-A0CE-11A-21R-A090-13	TCGA-BH-A0AY-11A-23R-A090-13	TCGA-BH-A0AY-11A-23R-A090-13	TCGA-BH-A0B3-11B-21R-A090-13	TCGA-BH-A0B3-11B-21R-A090-13	TCGA-BH-A0BC-11A-22R-A090-13	TCGA-BH-A0BC-11A-22R-A090-13	TCGA-BH-A0BJ-11A-23R-A090-13	TCGA-BH-A0BJ-11A-23R-A090-13	TCGA-BH-A0BV-11A-31R-A090-13	TCGA-BH-A0BV-11A-31R-A090-13	TCGA-BH-A0C0-11A-21R-A090-13	TCGA-BH-A0C0-11A-21R-A090-13	TCGA-BH-A0DK-11A-13R-A090-13	TCGA-BH-A0DK-11A-13R-A090-13	TCGA-BH-A0DP-11A-12R-A090-13	TCGA-BH-A0DP-11A-12R-A090-13	TCGA-BH-A0DQ-11A-12R-A090-13	TCGA-BH-A0DQ-11A-12R-A090-13	TCGA-BH-A0DZ-11A-22R-A090-13	TCGA-BH-A0DZ-11A-22R-A090-13	TCGA-BH-A0E1-11A-13R-A090-13	TCGA-BH-A0E1-11A-13R-A090-13	TCGA-BH-A0H7-11A-13R-A090-13	TCGA-BH-A0H7-11A-13R-A090-13	TCGA-BH-A0HK-11A-11R-A090-13	TCGA-BH-A0HK-11A-11R-A090-13
hsa-mir-4745	0	0	0	0	1	0.496241	0	0	0	0	0	0	1	0.336421	0	0	0	0	0	0	1	0.360994	0	0	0	0	0	0
hsa-mir-4746	5	1.167539	1	0.387345	0	0	3	1.613145	1	0.392729	0	0	0	0	3	1.48418	0	0	0	0	3	1.082983	2	0.560517	2	0.633411	2	0.861554
hsa-mir-4747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.689329	0	0	0	0	0	0	0	0	0	0
hsa-mir-4749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280258	1	0.316705	0	0
hsa-mir-4750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.360994	0	0	1	0.316705	0	0
hsa-mir-4754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.360994	0	0	0	0	0	0
hsa-mir-4755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4757	0	0	0	0	0	0	0	0	0	0	1	0.42376	1	0.336421	1	0.494727	0	0	0	0	0	0	0	0	1	0.316705	0	0
hsa-mir-4758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4759	0	0	0	0	0	0	1	0.537715	3	1.178186	1	0.42376	2	0.672842	1	0.494727	0	0	2	0.646166	1	0.360994	3	0.840775	2	0.633411	0	0
hsa-mir-4760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4762	2	0.467016	2	0.77469	0	0	2	1.07543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280258	1	0.316705	0	0
hsa-mir-4763	1	0.233508	1	0.387345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.360994	1	0.280258	0	0	0	0
hsa-mir-4764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4766	0	0	1	0.387345	0	0	0	0	1	0.392729	0	0	1	0.336421	0	0	1	0.344665	0	0	0	0	0	0	0	0	0	0
hsa-mir-4767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.316705	0	0
hsa-mir-4768	0	0	0	0	0	0	0	0	1	0.392729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4770	0	0	0	0	1	0.496241	0	0	1	0.392729	0	0	1	0.336421	0	0	0	0	0	0	1	0.360994	1	0.280258	1	0.316705	0	0
hsa-mir-4771-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4771-2	1	0.233508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280258	0	0	0	0
hsa-mir-4772	20	4.670157	5	1.936724	12	5.954892	2	1.07543	6	2.356371	2	0.84752	11	3.700634	7	3.463087	8	2.757317	10	3.230828	6	2.165966	11	3.082841	7	2.216937	9	3.876994
hsa-mir-4773-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4773-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4776-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4776-2	1	0.233508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344665	0	0	0	0	0	0	0	0	0	0
hsa-mir-4777	1	0.233508	0	0	0	0	1	0.537715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.861554
hsa-mir-4778	0	0	0	0	0	0	0	0	0	0	0	0	1	0.336421	0	0	0	0	0	0	0	0	1	0.280258	0	0	0	0
hsa-mir-4779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4780	0	0	1	0.387345	0	0	0	0	3	1.178186	2	0.84752	2	0.672842	2	0.989453	1	0.344665	0	0	1	0.360994	1	0.280258	0	0	0	0
hsa-mir-4781	1	0.233508	0	0	1	0.496241	0	0	0	0	1	0.42376	1	0.336421	0	0	1	0.344665	0	0	2	0.721989	0	0	1	0.316705	1	0.430777
hsa-mir-4782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4784	1	0.233508	0	0	1	0.496241	1	0.537715	4	1.570914	1	0.42376	0	0	1	0.494727	1	0.344665	0	0	0	0	1	0.280258	0	0	0	0
hsa-mir-4785	0	0	1	0.387345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.360994	0	0	0	0	0	0
hsa-mir-4786	0	0	1	0.387345	5	2.481205	0	0	1	0.392729	2	0.84752	2	0.672842	0	0	0	0	1	0.323083	1	0.360994	3	0.840775	5	1.583527	2	0.861554
hsa-mir-4787	0	0	0	0	1	0.496241	1	0.537715	0	0	0	0	0	0	0	0	1	0.344665	0	0	0	0	1	0.280258	0	0	0	0
hsa-mir-4788	0	0	0	0	1	0.496241	0	0	0	0	1	0.42376	2	0.672842	0	0	0	0	0	0	0	0	0	0	1	0.316705	0	0
hsa-mir-4789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4790	0	0	0	0	1	0.496241	0	0	0	0	0	0	0	0	0	0	0	0	1	0.323083	0	0	0	0	0	0	0	0
hsa-mir-4791	0	0	0	0	0	0	2	1.07543	3	1.178186	1	0.42376	4	1.345685	0	0	0	0	1	0.323083	0	0	1	0.280258	0	0	2	0.861554
hsa-mir-4792	0	0	1	0.387345	1	0.496241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.494727	1	0.344665	1	0.323083	0	0	1	0.280258	0	0	0	0
hsa-mir-4795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344665	0	0	0	0	0	0	0	0	0	0
hsa-mir-4796	0	0	1	0.387345	0	0	0	0	0	0	2	0.84752	0	0	0	0	0	0	0	0	0	0	1	0.280258	0	0	0	0
hsa-mir-4797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.360994	1	0.280258	0	0	0	0
hsa-mir-4798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.430777
hsa-mir-4800	1	0.233508	1	0.387345	0	0	0	0	1	0.392729	1	0.42376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.323083	1	0.360994	0	0	0	0	0	0
hsa-mir-4803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-483	26	6.071204	26	10.070965	14	6.947374	4	2.15086	30	11.781857	55	23.306793	35	11.774743	13	6.431447	73	25.160519	87	28.108202	22	7.941877	50	14.012915	19	6.017402	9	3.876994
hsa-mir-484	98	22.883771	96	37.185103	71	35.233109	26	13.980592	87	34.167384	79	33.47703	63	21.194538	50	24.736335	108	37.223781	73	23.585043	98	35.377452	128	35.873062	104	32.937357	70	30.154399
hsa-mir-485	36	8.406283	23	8.908931	9	4.466169	2	1.07543	32	12.567314	53	22.459273	8	2.69137	12	5.93672	13	4.48064	33	10.661732	36	12.995799	31	8.688007	11	3.483759	6	2.584663
hsa-mir-486	993	231.87331	838	324.594963	1374	681.835099	2253	1211.472043	507	199.113376	163	69.07286	467	157.108715	394	194.922323	526	181.293602	303	97.894082	149	53.788167	1087	304.640769	430	136.183301	1848	796.076137
hsa-mir-486-2	2	0.467016	2	0.77469	0	0	2	1.07543	0	0	0	0	0	0	0	0	2	0.689329	0	0	0	0	0	0	1	0.316705	0	0
hsa-mir-487a	8	1.868063	7	2.711414	2	0.992482	2	1.07543	11	4.320014	12	5.085119	7	2.354949	3	1.48418	8	2.757317	11	3.553911	12	4.331933	16	4.484133	10	3.167054	2	0.861554
hsa-mir-487b	31	7.238744	8	3.098759	11	5.458651	11	5.914866	28	10.996399	72	30.510711	23	7.737688	22	10.883988	19	6.548628	63	20.354215	48	17.327732	59	16.53524	10	3.167054	5	2.153886
hsa-mir-488	0	0	0	0	3	1.488723	6	3.22629	4	1.570914	6	2.542559	1	0.336421	2	0.989453	8	2.757317	11	3.553911	3	1.082983	3	0.840775	4	1.266821	1	0.430777
hsa-mir-489	1	0.233508	2	0.77469	0	0	1	0.537715	1	0.392729	2	0.84752	5	1.682106	1	0.494727	20	6.893293	0	0	2	0.721989	2	0.560517	2	0.633411	1	0.430777
hsa-mir-490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-491	13	3.035602	11	4.260793	9	4.466169	6	3.22629	6	2.356371	8	3.390079	18	6.055582	9	4.45254	15	5.16997	17	5.492407	21	7.580883	22	6.165683	20	6.334107	12	5.169326
hsa-mir-492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-493	34	7.939267	1	0.387345	6	2.977446	5	2.688575	7	2.7491	23	9.746477	16	5.38274	7	3.463087	9	3.101982	36	11.63098	24	8.663866	42	11.770848	22	6.967518	4	1.723109
hsa-mir-494	14	3.26911	5	1.936724	4	1.984964	15	8.065726	8	3.141828	17	7.203918	7	2.354949	4	1.978907	4	1.378659	10	3.230828	15	5.414916	12	3.3631	8	2.533643	5	2.153886
hsa-mir-495	62	14.477488	32	12.395034	40	19.849639	23	12.367447	71	27.883727	141	59.750143	37	12.447586	39	19.294342	25	8.616616	97	31.339029	79	28.518558	92	25.783763	38	12.034803	15	6.461657
hsa-mir-496	21	4.903665	8	3.098759	8	3.969928	6	3.22629	30	11.781857	48	20.340474	2	0.672842	7	3.463087	4	1.378659	26	8.400152	41	14.800771	16	4.484133	6	1.900232	6	2.584663
hsa-mir-497	113	26.386389	130	50.354827	112	55.578989	74	39.790915	171	67.156582	187	79.243097	301	101.262791	94	46.504311	630	217.138725	175	56.539486	198	71.476893	257	72.026382	170	53.83991	113	48.677816
hsa-mir-498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4999	4	0.934031	1	0.387345	1	0.496241	0	0	2	0.785457	0	0	5	1.682106	1	0.494727	2	0.689329	3	0.969248	0	0	4	1.121033	1	0.316705	3	1.292331
hsa-mir-499a	0	0	2	0.77469	1	0.496241	4	2.15086	2	0.785457	2	0.84752	0	0	0	0	1	0.344665	2	0.646166	1	0.360994	4	1.121033	1	0.316705	1	0.430777
hsa-mir-499b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5000	7	1.634555	9	3.486103	8	3.969928	4	2.15086	3	1.178186	2	0.84752	9	3.027791	4	1.978907	13	4.48064	4	1.292331	4	1.443978	18	5.044649	7	2.216937	3	1.292331
hsa-mir-5001	0	0	1	0.387345	0	0	0	0	1	0.392729	3	1.27128	1	0.336421	0	0	3	1.033994	1	0.323083	0	0	0	0	0	0	1	0.430777
hsa-mir-5002	0	0	1	0.387345	0	0	0	0	1	0.392729	1	0.42376	0	0	0	0	0	0	1	0.323083	0	0	0	0	0	0	0	0
hsa-mir-5003	0	0	2	0.77469	1	0.496241	1	0.537715	0	0	1	0.42376	0	0	0	0	1	0.344665	0	0	0	0	0	0	0	0	1	0.430777
hsa-mir-5004	0	0	0	0	0	0	0	0	0	0	1	0.42376	0	0	0	0	0	0	0	0	1	0.360994	0	0	0	0	0	0
hsa-mir-5006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-500a	904	211.09111	433	167.720309	357	177.158028	189	101.628147	570	223.855275	628	266.121203	415	139.614811	374	185.027789	383	132.006558	470	151.848906	554	199.990903	513	143.772506	714	226.127621	412	177.480178
hsa-mir-500b	9	2.101571	3	1.162034	8	3.969928	1	0.537715	6	2.356371	3	1.27128	5	1.682106	1	0.494727	11	3.791311	2	0.646166	4	1.443978	4	1.121033	4	1.266821	1	0.430777
hsa-mir-501	186	43.432463	98	37.959793	63	31.263181	47	25.272608	84	32.989198	114	48.308626	50	16.821062	54	26.715242	74	25.505184	80	25.846622	83	29.962536	58	16.254981	150	47.505803	63	27.138959
hsa-mir-5010	3	0.700524	0	0	2	0.992482	0	0	1	0.392729	3	1.27128	0	0	2	0.989453	3	1.033994	0	0	4	1.443978	1	0.280258	2	0.633411	2	0.861554
hsa-mir-5011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-502	29	6.771728	12	4.648138	13	6.451133	19	10.216586	15	5.890928	8	3.390079	14	4.709897	5	2.473634	38	13.097256	16	5.169324	19	6.858894	20	5.605166	22	6.967518	19	8.184765
hsa-mir-503	30	7.005236	3	1.162034	10	4.96241	2	1.07543	86	33.774655	62	26.273112	19	6.392003	13	6.431447	7	2.412653	79	25.523539	81	29.240547	41	11.49059	15	4.75058	4	1.723109
hsa-mir-504	2	0.467016	6	2.324069	4	1.984964	1	0.537715	6	2.356371	4	1.69504	4	1.345685	3	1.48418	1	0.344665	1	0.323083	5	1.804972	2	0.560517	1	0.316705	1	0.430777
hsa-mir-5047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-505	91	21.249216	103	39.896517	58	28.781977	22	11.829731	112	43.985598	80	33.90079	129	43.398339	50	24.736335	161	55.491008	90	29.07745	86	31.045519	129	36.15332	142	44.97216	60	25.846628
hsa-mir-506	0	0	0	0	0	0	0	0	1	0.392729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.494727	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-508	14	3.26911	9	3.486103	9	4.466169	18	9.678871	20	7.854571	13	5.508878	12	4.037055	18	8.905081	8	2.757317	8	2.584662	24	8.663866	31	8.688007	22	6.967518	8	3.446217
hsa-mir-5087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.560517	0	0	0	0
hsa-mir-5088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280258	0	0	0	0
hsa-mir-509-1	6	1.401047	2	0.77469	3	1.488723	3	1.613145	3	1.178186	1	0.42376	4	1.345685	6	2.96836	1	0.344665	3	0.969248	6	2.165966	5	1.401291	6	1.900232	6	2.584663
hsa-mir-509-2	5	1.167539	3	1.162034	2	0.992482	3	1.613145	5	1.963643	5	2.118799	6	2.018527	2	0.989453	3	1.033994	8	2.584662	3	1.082983	1	0.280258	1	0.316705	4	1.723109
hsa-mir-509-3	3	0.700524	4	1.549379	3	1.488723	4	2.15086	3	1.178186	2	0.84752	8	2.69137	4	1.978907	1	0.344665	4	1.292331	7	2.526961	7	1.961808	9	2.850348	1	0.430777
hsa-mir-5090	0	0	0	0	0	0	1	0.537715	0	0	0	0	0	0	2	0.989453	0	0	0	0	1	0.360994	0	0	0	0	0	0
hsa-mir-5091	0	0	1	0.387345	0	0	1	0.537715	0	0	1	0.42376	0	0	1	0.494727	0	0	0	0	0	0	1	0.280258	0	0	0	0
hsa-mir-5092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.360994	0	0	0	0	0	0
hsa-mir-511	50	11.675393	44	17.043172	40	19.849639	9	4.839436	38	14.923685	22	9.322717	55	18.503168	19	9.399807	63	21.713873	31	10.015566	25	9.02486	29	8.127491	80	25.336428	35	15.0772
hsa-mir-512-1	0	0	0	0	2	0.992482	0	0	0	0	1	0.42376	0	0	0	0	2	0.689329	0	0	0	0	1	0.280258	0	0	0	0
hsa-mir-512-2	0	0	0	0	1	0.496241	0	0	0	0	1	0.42376	0	0	0	0	4	1.378659	0	0	0	0	0	0	1	0.316705	0	0
hsa-mir-513a-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-513a-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-513b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-513c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-514a-1	2	0.467016	3	1.162034	0	0	1	0.537715	5	1.963643	3	1.27128	1	0.336421	3	1.48418	1	0.344665	0	0	0	0	0	0	5	1.583527	0	0
hsa-mir-514a-2	6	1.401047	1	0.387345	0	0	4	2.15086	3	1.178186	2	0.84752	1	0.336421	4	1.978907	1	0.344665	0	0	1	0.360994	2	0.560517	2	0.633411	0	0
hsa-mir-514a-3	4	0.934031	0	0	1	0.496241	1	0.537715	1	0.392729	0	0	2	0.672842	3	1.48418	2	0.689329	0	0	3	1.082983	1	0.280258	9	2.850348	0	0
hsa-mir-514b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-515-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-515-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344665	0	0	0	0	0	0	0	0	0	0
hsa-mir-516a-1	0	0	1	0.387345	0	0	1	0.537715	1	0.392729	0	0	0	0	0	0	8	2.757317	0	0	1	0.360994	1	0.280258	0	0	1	0.430777
hsa-mir-516a-2	3	0.700524	0	0	0	0	0	0	1	0.392729	2	0.84752	0	0	0	0	4	1.378659	0	0	0	0	1	0.280258	0	0	0	0
hsa-mir-516b-1	1	0.233508	1	0.387345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-516b-2	0	0	0	0	0	0	1	0.537715	0	0	1	0.42376	0	0	0	0	1	0.344665	0	0	0	0	0	0	0	0	0	0
hsa-mir-517a	0	0	0	0	2	0.992482	2	1.07543	0	0	0	0	2	0.672842	1	0.494727	7	2.412653	0	0	2	0.721989	3	0.840775	0	0	0	0
hsa-mir-517b	0	0	0	0	2	0.992482	2	1.07543	0	0	0	0	2	0.672842	1	0.494727	7	2.412653	0	0	2	0.721989	3	0.840775	0	0	0	0
hsa-mir-517c	0	0	0	0	1	0.496241	0	0	0	0	0	0	0	0	0	0	3	1.033994	0	0	0	0	0	0	0	0	0	0
hsa-mir-5186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5187	3	0.700524	6	2.324069	1	0.496241	0	0	1	0.392729	2	0.84752	3	1.009264	2	0.989453	0	0	0	0	1	0.360994	2	0.560517	3	0.950116	3	1.292331
hsa-mir-5188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344665	0	0	0	0	0	0	0	0	0	0
hsa-mir-5189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-518a-1	0	0	0	0	0	0	0	0	0	0	2	0.84752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-518a-2	0	0	0	0	0	0	1	0.537715	0	0	0	0	0	0	0	0	3	1.033994	0	0	0	0	0	0	0	0	0	0
hsa-mir-518b	0	0	0	0	0	0	0	0	0	0	1	0.42376	0	0	0	0	0	0	0	0	0	0	4	1.121033	0	0	0	0
hsa-mir-518c	1	0.233508	2	0.77469	1	0.496241	0	0	0	0	0	0	5	1.682106	1	0.494727	8	2.757317	0	0	2	0.721989	2	0.560517	1	0.316705	1	0.430777
hsa-mir-518d	0	0	0	0	0	0	2	1.07543	0	0	0	0	0	0	0	0	1	0.344665	0	0	0	0	0	0	0	0	0	0
hsa-mir-518e	0	0	0	0	0	0	0	0	1	0.392729	0	0	2	0.672842	0	0	1	0.344665	0	0	0	0	0	0	0	0	0	0
hsa-mir-518f	0	0	1	0.387345	0	0	0	0	0	0	3	1.27128	0	0	0	0	7	2.412653	0	0	0	0	3	0.840775	0	0	2	0.861554
hsa-mir-5190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5191	0	0	0	0	0	0	2	1.07543	0	0	0	0	1	0.336421	0	0	0	0	0	0	0	0	0	0	1	0.316705	0	0
hsa-mir-5192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344665	0	0	0	0	0	0	0	0	0	0
hsa-mir-5194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.323083	0	0	0	0	0	0	0	0
hsa-mir-5197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-519a-1	0	0	0	0	0	0	1	0.537715	2	0.785457	1	0.42376	1	0.336421	0	0	5	1.723323	0	0	1	0.360994	6	1.68155	0	0	1	0.430777
hsa-mir-519a-2	0	0	0	0	0	0	0	0	0	0	0	0	1	0.336421	1	0.494727	1	0.344665	0	0	1	0.360994	0	0	0	0	0	0
hsa-mir-519b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-519c	0	0	0	0	0	0	0	0	0	0	0	0	1	0.336421	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-519d	0	0	0	0	1	0.496241	0	0	0	0	0	0	1	0.336421	0	0	2	0.689329	0	0	1	0.360994	0	0	1	0.316705	0	0
hsa-mir-519e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-520a	2	0.467016	1	0.387345	1	0.496241	1	0.537715	1	0.392729	2	0.84752	1	0.336421	1	0.494727	7	2.412653	0	0	4	1.443978	0	0	1	0.316705	0	0
